index,voted
5797,0
5798,1
5799,1
5800,1
5801,1
5802,0
5803,0
5804,1
5805,0
5806,0
5807,0
5808,0
5809,1
5810,0
5811,1
5812,0
5813,1
5814,0
5815,0
5816,1
5817,0
5818,1
5819,1
5820,1
5821,1
5822,0
5823,1
5824,0
5825,0
5826,0
5827,0
5828,1
5829,0
5830,1
5831,0
5832,1
5833,1
5834,0
5835,1
5836,0
5837,1
5838,0
5839,0
5840,1
5841,1
5842,0
5843,1
5844,1
5845,1
5846,0
5847,0
5848,1
5849,1
5850,0
5851,1
5852,1
5853,0
5854,0
5855,1
5856,0
5857,0
5858,1
5859,1
5860,0
5861,0
5862,0
5863,0
5864,0
5865,1
5866,0
5867,0
5868,0
5869,1
5870,0
5871,0
5872,1
5873,1
5874,0
5875,0
5876,0
5877,0
5878,0
5879,1
5880,0
5881,0
5882,1
5883,0
5884,1
5885,0
5886,1
5887,1
5888,1
5889,0
5890,0
5891,1
5892,1
5893,0
5894,1
5895,1
5896,0
5897,1
5898,0
5899,1
5900,0
5901,0
5902,1
5903,1
5904,0
5905,1
5906,0
5907,1
5908,0
5909,1
5910,1
5911,0
5912,1
5913,0
5914,0
5915,1
5916,0
5917,0
5918,1
5919,0
5920,0
5921,0
5922,1
5923,1
5924,0
5925,0
5926,0
5927,1
5928,0
5929,0
5930,0
5931,0
5932,0
5933,1
5934,1
5935,1
5936,0
5937,0
5938,1
5939,1
5940,1
5941,1
5942,0
5943,1
5944,1
5945,0
5946,1
5947,0
5948,1
5949,0
5950,1
5951,0
5952,1
5953,0
5954,1
5955,1
5956,1
5957,1
5958,0
5959,1
5960,0
5961,0
5962,1
5963,0
5964,1
5965,0
5966,1
5967,0
5968,1
5969,0
5970,0
5971,0
5972,1
5973,1
5974,0
5975,1
5976,0
5977,1
5978,0
5979,0
5980,0
5981,1
5982,1
5983,0
5984,0
5985,1
5986,1
5987,0
5988,1
5989,1
5990,1
5991,1
5992,1
5993,0
5994,1
5995,1
5996,1
5997,1
5998,1
5999,0
6000,0
6001,0
6002,1
6003,0
6004,0
6005,1
6006,0
6007,1
6008,1
6009,1
6010,0
6011,1
6012,1
6013,0
6014,0
6015,0
6016,0
6017,0
6018,1
6019,1
6020,1
6021,1
6022,0
6023,0
6024,0
6025,0
6026,1
6027,1
6028,0
6029,1
6030,1
6031,1
6032,1
6033,1
6034,0
6035,0
6036,1
6037,1
6038,1
6039,1
6040,1
6041,1
6042,0
6043,0
6044,1
6045,0
6046,1
6047,1
6048,1
6049,0
6050,1
6051,1
6052,1
6053,1
6054,0
6055,1
6056,1
6057,0
6058,1
6059,1
6060,0
6061,1
6062,1
6063,1
6064,1
6065,0
6066,0
6067,1
6068,1
6069,0
6070,1
6071,1
6072,1
6073,1
6074,1
6075,1
6076,1
6077,1
6078,1
6079,0
6080,0
6081,0
6082,1
6083,0
6084,0
6085,0
6086,1
6087,1
6088,0
6089,1
6090,0
6091,0
6092,1
6093,0
6094,0
6095,1
6096,0
6097,1
6098,0
6099,0
6100,1
6101,0
6102,1
6103,1
6104,1
6105,1
6106,0
6107,0
6108,0
6109,0
6110,1
6111,0
6112,1
6113,0
6114,1
6115,1
6116,1
6117,0
6118,1
6119,0
6120,0
6121,1
6122,0
6123,1
6124,0
6125,0
6126,1
6127,0
6128,0
6129,1
6130,0
6131,1
6132,0
6133,0
6134,1
6135,0
6136,0
6137,1
6138,0
6139,0
6140,0
6141,1
6142,1
6143,0
6144,1
6145,0
6146,1
6147,0
6148,0
6149,0
6150,1
6151,1
6152,0
6153,1
6154,0
6155,0
6156,0
6157,1
6158,1
6159,0
6160,1
6161,0
6162,1
6163,0
6164,1
6165,1
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,1
6173,1
6174,1
6175,1
6176,0
6177,0
6178,0
6179,0
6180,0
6181,1
6182,1
6183,0
6184,1
6185,0
6186,0
6187,0
6188,0
6189,1
6190,0
6191,1
6192,1
6193,0
6194,0
6195,0
6196,0
6197,0
6198,1
6199,1
6200,1
6201,0
6202,1
6203,1
6204,0
6205,1
6206,1
6207,1
6208,1
6209,1
6210,1
6211,0
6212,1
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,1
6220,0
6221,1
6222,0
6223,1
6224,0
6225,1
6226,1
6227,0
6228,1
6229,0
6230,0
6231,0
6232,0
6233,0
6234,1
6235,0
6236,0
6237,1
6238,0
6239,0
6240,1
6241,1
6242,1
6243,0
6244,1
6245,0
6246,0
6247,1
6248,0
6249,0
6250,1
6251,0
6252,0
6253,0
6254,1
6255,0
6256,1
6257,1
6258,0
6259,1
6260,1
6261,1
6262,0
6263,1
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,1
6272,1
6273,0
6274,0
6275,1
6276,0
6277,1
6278,1
6279,0
6280,0
6281,0
6282,1
6283,1
6284,0
6285,0
6286,0
6287,0
6288,0
6289,1
6290,1
6291,1
6292,1
6293,0
6294,0
6295,1
6296,1
6297,0
6298,1
6299,0
6300,0
6301,1
6302,0
6303,0
6304,1
6305,0
6306,0
6307,0
6308,0
6309,0
6310,1
6311,1
6312,1
6313,1
6314,0
6315,0
6316,1
6317,1
6318,1
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,1
6328,0
6329,1
6330,1
6331,0
6332,1
6333,1
6334,1
6335,1
6336,0
6337,0
6338,0
6339,0
6340,1
6341,0
6342,0
6343,1
6344,1
6345,1
6346,0
6347,1
6348,1
6349,1
6350,0
6351,1
6352,1
6353,1
6354,1
6355,1
6356,0
6357,1
6358,1
6359,0
6360,1
6361,0
6362,1
6363,0
6364,0
6365,1
6366,1
6367,0
6368,0
6369,0
6370,0
6371,1
6372,0
6373,0
6374,0
6375,1
6376,0
6377,0
6378,1
6379,1
6380,0
6381,1
6382,1
6383,0
6384,0
6385,0
6386,0
6387,1
6388,0
6389,1
6390,1
6391,0
6392,0
6393,0
6394,0
6395,1
6396,0
6397,0
6398,1
6399,1
6400,1
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,0
6408,0
6409,1
6410,0
6411,0
6412,0
6413,1
6414,0
6415,1
6416,1
6417,0
6418,0
6419,0
6420,1
6421,0
6422,0
6423,1
6424,0
6425,0
6426,0
6427,0
6428,1
6429,1
6430,1
6431,1
6432,1
6433,0
6434,1
6435,0
6436,0
6437,1
6438,0
6439,1
6440,1
6441,0
6442,1
6443,1
6444,1
6445,1
6446,0
6447,0
6448,1
6449,1
6450,0
6451,0
6452,1
6453,0
6454,0
6455,0
6456,0
6457,1
6458,1
6459,1
6460,1
6461,1
6462,1
6463,0
6464,1
6465,1
6466,0
6467,0
6468,0
6469,1
6470,1
6471,1
6472,0
6473,0
6474,0
6475,0
6476,1
6477,1
6478,1
6479,0
6480,0
6481,1
6482,1
6483,1
6484,0
6485,1
6486,0
6487,1
6488,1
6489,0
6490,0
6491,1
6492,1
6493,1
6494,1
6495,1
6496,1
6497,0
6498,1
6499,0
6500,1
6501,1
6502,0
6503,0
6504,1
6505,1
6506,1
6507,1
6508,0
6509,1
6510,1
6511,0
6512,0
6513,1
6514,1
6515,0
6516,1
6517,1
6518,1
6519,0
6520,0
6521,1
6522,0
6523,0
6524,1
6525,1
6526,1
6527,0
6528,0
6529,1
6530,1
6531,0
6532,0
6533,1
6534,0
6535,0
6536,0
6537,1
6538,0
6539,1
6540,1
6541,0
6542,1
6543,1
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,1
6553,1
6554,0
6555,1
6556,0
6557,1
6558,0
6559,0
6560,0
6561,0
6562,1
6563,0
6564,0
6565,0
6566,0
6567,1
6568,0
6569,1
6570,0
6571,1
6572,1
6573,1
6574,0
6575,0
6576,0
6577,1
6578,1
6579,0
6580,0
6581,1
6582,1
6583,1
6584,0
6585,1
6586,0
6587,1
6588,1
6589,0
6590,0
6591,0
6592,1
6593,1
6594,1
6595,1
6596,0
6597,0
6598,0
6599,1
6600,1
6601,0
6602,1
6603,0
6604,1
6605,0
6606,0
6607,1
6608,1
6609,0
6610,0
6611,0
6612,1
6613,0
6614,0
6615,0
6616,1
6617,1
6618,0
6619,1
6620,0
6621,0
6622,1
6623,1
6624,1
6625,1
6626,1
6627,0
6628,0
6629,1
6630,1
6631,1
6632,0
6633,0
6634,0
6635,0
6636,1
6637,1
6638,0
6639,1
6640,0
6641,0
6642,1
6643,1
6644,0
6645,0
6646,0
6647,0
6648,1
6649,0
6650,0
6651,1
6652,0
6653,0
6654,1
6655,1
6656,1
6657,0
6658,0
6659,0
6660,1
6661,1
6662,1
6663,1
6664,1
6665,0
6666,0
6667,0
6668,1
6669,0
6670,0
6671,1
6672,0
6673,0
6674,1
6675,0
6676,1
6677,1
6678,0
6679,0
6680,0
6681,0
6682,0
6683,1
6684,1
6685,0
6686,1
6687,1
6688,0
6689,0
6690,0
6691,1
6692,0
6693,0
6694,0
6695,0
6696,1
6697,1
6698,0
6699,0
6700,1
6701,0
6702,1
6703,0
6704,0
6705,1
6706,1
6707,0
6708,1
6709,1
6710,0
6711,1
6712,0
6713,0
6714,0
6715,0
6716,1
6717,0
6718,0
6719,1
6720,1
6721,1
6722,0
6723,1
6724,1
6725,0
6726,1
6727,1
6728,0
6729,0
6730,1
6731,0
6732,1
6733,0
6734,0
6735,0
6736,0
6737,0
6738,1
6739,1
6740,0
6741,0
6742,0
6743,0
6744,0
6745,1
6746,1
6747,1
6748,0
6749,1
6750,1
6751,0
6752,0
6753,1
6754,1
6755,1
6756,0
6757,1
6758,0
6759,0
6760,1
6761,0
6762,0
6763,1
6764,0
6765,1
6766,1
6767,1
6768,0
6769,0
6770,1
6771,1
6772,1
6773,1
6774,0
6775,1
6776,0
6777,0
6778,0
6779,1
6780,1
6781,0
6782,0
6783,1
6784,1
6785,0
6786,0
6787,1
6788,0
6789,1
6790,1
6791,1
6792,0
6793,1
6794,0
6795,1
6796,1
6797,0
6798,1
6799,0
6800,1
6801,0
6802,1
6803,1
6804,0
6805,1
6806,1
6807,1
6808,0
6809,1
6810,0
6811,1
6812,0
6813,1
6814,1
6815,0
6816,1
6817,1
6818,1
6819,1
6820,0
6821,0
6822,0
6823,0
6824,1
6825,0
6826,1
6827,0
6828,1
6829,1
6830,0
6831,1
6832,1
6833,0
6834,1
6835,1
6836,0
6837,1
6838,0
6839,1
6840,0
6841,1
6842,1
6843,0
6844,0
6845,0
6846,0
6847,0
6848,0
6849,0
6850,0
6851,0
6852,1
6853,1
6854,1
6855,0
6856,0
6857,1
6858,0
6859,1
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,1
6867,0
6868,0
6869,0
6870,1
6871,0
6872,1
6873,0
6874,1
6875,0
6876,0
6877,0
6878,1
6879,0
6880,0
6881,1
6882,0
6883,0
6884,1
6885,1
6886,0
6887,0
6888,0
6889,1
6890,0
6891,1
6892,0
6893,0
6894,1
6895,1
6896,0
6897,1
6898,1
6899,1
6900,0
6901,1
6902,0
6903,1
6904,0
6905,1
6906,1
6907,1
6908,0
6909,0
6910,1
6911,1
6912,1
6913,1
6914,0
6915,1
6916,1
6917,1
6918,1
6919,0
6920,1
6921,0
6922,1
6923,1
6924,0
6925,0
6926,1
6927,1
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,1
6935,1
6936,0
6937,1
6938,0
6939,0
6940,0
6941,1
6942,0
6943,1
6944,1
6945,0
6946,1
6947,1
6948,0
6949,1
6950,0
6951,1
6952,0
6953,1
6954,1
6955,0
6956,0
6957,0
6958,1
6959,0
6960,0
6961,1
6962,0
6963,1
6964,0
6965,1
6966,1
6967,0
6968,1
6969,1
6970,1
6971,1
6972,0
6973,0
6974,1
6975,1
6976,1
6977,0
6978,0
6979,0
6980,1
6981,1
6982,0
6983,0
6984,1
6985,0
6986,0
6987,0
6988,0
6989,1
6990,0
6991,0
6992,1
6993,0
6994,1
6995,1
6996,1
6997,0
6998,1
6999,1
7000,0
7001,0
7002,0
7003,0
7004,1
7005,0
7006,1
7007,0
7008,1
7009,0
7010,1
7011,1
7012,1
7013,1
7014,1
7015,1
7016,0
7017,1
7018,0
7019,1
7020,1
7021,1
7022,0
7023,0
7024,1
7025,1
7026,0
7027,1
7028,1
7029,1
7030,0
7031,1
7032,0
7033,0
7034,1
7035,1
7036,0
7037,1
7038,1
7039,0
7040,1
7041,0
7042,0
7043,1
7044,1
7045,0
7046,0
7047,1
7048,0
7049,0
7050,1
7051,0
7052,0
7053,1
7054,0
7055,1
7056,0
7057,1
7058,1
7059,0
7060,1
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,1
7068,0
7069,1
7070,0
7071,0
7072,1
7073,1
7074,0
7075,1
7076,0
7077,0
7078,0
7079,1
7080,0
7081,1
7082,0
7083,0
7084,0
7085,0
7086,1
7087,0
7088,0
7089,0
7090,1
7091,0
7092,1
7093,1
7094,0
7095,0
7096,1
7097,1
7098,1
7099,0
7100,0
7101,0
7102,0
7103,0
7104,1
7105,1
7106,0
7107,0
7108,1
7109,0
7110,0
7111,0
7112,0
7113,1
7114,0
7115,0
7116,0
7117,1
7118,0
7119,1
7120,1
7121,0
7122,1
7123,0
7124,1
7125,1
7126,1
7127,0
7128,0
7129,1
7130,0
7131,0
7132,1
7133,0
7134,1
7135,1
7136,1
7137,0
7138,1
7139,1
7140,1
7141,0
7142,1
7143,1
7144,0
7145,1
7146,0
7147,0
7148,0
7149,1
7150,1
7151,1
7152,0
7153,1
7154,0
7155,0
7156,0
7157,0
7158,1
7159,0
7160,1
7161,0
7162,1
7163,0
7164,1
7165,0
7166,1
7167,0
7168,1
7169,0
7170,0
7171,1
7172,1
7173,0
7174,0
7175,0
7176,1
7177,1
7178,0
7179,0
7180,1
7181,1
7182,0
7183,0
7184,1
7185,0
7186,1
7187,1
7188,1
7189,1
7190,0
7191,0
7192,0
7193,1
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,1
7203,0
7204,1
7205,1
7206,1
7207,0
7208,1
7209,1
7210,0
7211,0
7212,0
7213,0
7214,1
7215,0
7216,0
7217,1
7218,1
7219,0
7220,1
7221,0
7222,0
7223,1
7224,0
7225,1
7226,1
7227,0
7228,0
7229,1
7230,1
7231,0
7232,1
7233,1
7234,0
7235,0
7236,1
7237,0
7238,0
7239,0
7240,0
7241,0
7242,1
7243,0
7244,1
7245,1
7246,0
7247,1
7248,0
7249,1
7250,0
7251,0
7252,0
7253,0
7254,0
7255,1
7256,1
7257,1
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,1
7265,0
7266,1
7267,1
7268,1
7269,0
7270,0
7271,1
7272,1
7273,1
7274,0
7275,0
7276,0
7277,1
7278,1
7279,0
7280,1
7281,0
7282,0
7283,0
7284,1
7285,1
7286,0
7287,1
7288,1
7289,0
7290,0
7291,0
7292,1
7293,0
7294,1
7295,0
7296,0
7297,1
7298,0
7299,1
7300,0
7301,0
7302,0
7303,0
7304,1
7305,1
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,1
7313,0
7314,0
7315,0
7316,1
7317,1
7318,1
7319,1
7320,1
7321,0
7322,1
7323,0
7324,0
7325,0
7326,1
7327,0
7328,0
7329,0
7330,1
7331,1
7332,1
7333,1
7334,1
7335,0
7336,1
7337,1
7338,0
7339,0
7340,1
7341,1
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,1
7351,0
7352,1
7353,1
7354,1
7355,1
7356,0
7357,1
7358,1
7359,1
7360,0
7361,1
7362,1
7363,0
7364,1
7365,1
7366,0
7367,1
7368,1
7369,0
7370,1
7371,1
7372,1
7373,0
7374,0
7375,0
7376,1
7377,1
7378,0
7379,0
7380,1
7381,1
7382,1
7383,1
7384,1
7385,0
7386,0
7387,1
7388,1
7389,1
7390,1
7391,1
7392,1
7393,1
7394,0
7395,0
7396,0
7397,1
7398,0
7399,1
7400,1
7401,0
7402,0
7403,1
7404,0
7405,0
7406,0
7407,1
7408,0
7409,0
7410,0
7411,0
7412,1
7413,0
7414,1
7415,0
7416,0
7417,1
7418,0
7419,0
7420,1
7421,0
7422,0
7423,1
7424,1
7425,0
7426,0
7427,1
7428,1
7429,0
7430,0
7431,1
7432,0
7433,0
7434,1
7435,0
7436,1
7437,1
7438,0
7439,0
7440,1
7441,0
7442,0
7443,1
7444,0
7445,0
7446,0
7447,1
7448,1
7449,1
7450,0
7451,0
7452,0
7453,1
7454,0
7455,0
7456,1
7457,0
7458,0
7459,1
7460,0
7461,0
7462,1
7463,0
7464,1
7465,0
7466,1
7467,1
7468,0
7469,1
7470,1
7471,0
7472,1
7473,1
7474,1
7475,1
7476,0
7477,0
7478,0
7479,1
7480,0
7481,0
7482,1
7483,1
7484,1
7485,1
7486,0
7487,0
7488,1
7489,1
7490,0
7491,1
7492,1
7493,0
7494,0
7495,1
7496,1
7497,0
7498,1
7499,1
7500,1
7501,1
7502,0
7503,0
7504,1
7505,0
7506,0
7507,1
7508,0
7509,0
7510,0
7511,0
7512,1
7513,0
7514,0
7515,0
7516,1
7517,0
7518,1
7519,1
7520,0
7521,0
7522,1
7523,0
7524,0
7525,1
7526,1
7527,1
7528,1
7529,1
7530,0
7531,1
7532,1
7533,0
7534,1
7535,1
7536,1
7537,1
7538,0
7539,1
7540,1
7541,0
7542,1
7543,1
7544,1
7545,1
7546,1
7547,0
7548,1
7549,1
7550,1
7551,0
7552,1
7553,0
7554,1
7555,1
7556,1
7557,1
7558,1
7559,0
7560,1
7561,1
7562,0
7563,1
7564,0
7565,0
7566,0
7567,1
7568,1
7569,0
7570,0
7571,1
7572,1
7573,1
7574,0
7575,0
7576,1
7577,1
7578,0
7579,1
7580,1
7581,1
7582,0
7583,1
7584,1
7585,1
7586,1
7587,1
7588,0
7589,1
7590,1
7591,1
7592,0
7593,0
7594,0
7595,1
7596,0
7597,1
7598,0
7599,0
7600,0
7601,1
7602,0
7603,0
7604,0
7605,1
7606,0
7607,0
7608,0
7609,1
7610,0
7611,0
7612,0
7613,0
7614,1
7615,0
7616,1
7617,0
7618,0
7619,1
7620,0
7621,1
7622,0
7623,1
7624,0
7625,0
7626,0
7627,1
7628,0
7629,0
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,0
7638,1
7639,1
7640,0
7641,0
7642,0
7643,1
7644,1
7645,0
7646,0
7647,1
7648,1
7649,1
7650,0
7651,1
7652,0
7653,0
7654,0
7655,1
7656,0
7657,1
7658,1
7659,1
7660,1
7661,1
7662,0
7663,0
7664,0
7665,0
7666,1
7667,1
7668,1
7669,0
7670,0
7671,0
7672,1
7673,0
7674,1
7675,1
7676,1
7677,1
7678,1
7679,1
7680,0
7681,0
7682,0
7683,1
7684,1
7685,1
7686,1
7687,0
7688,0
7689,0
7690,1
7691,1
7692,1
7693,0
7694,1
7695,1
7696,1
7697,1
7698,1
7699,1
7700,0
7701,0
7702,1
7703,0
7704,0
7705,0
7706,1
7707,1
7708,1
7709,0
7710,0
7711,1
7712,0
7713,1
7714,0
7715,1
7716,0
7717,1
7718,1
7719,0
7720,0
7721,0
7722,1
7723,1
7724,1
7725,1
7726,1
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,0
7734,1
7735,1
7736,1
7737,0
7738,1
7739,0
7740,0
7741,1
7742,0
7743,1
7744,1
7745,1
7746,1
7747,1
7748,0
7749,1
7750,1
7751,1
7752,1
7753,1
7754,0
7755,0
7756,0
7757,0
7758,1
7759,1
7760,0
7761,1
7762,1
7763,0
7764,1
7765,1
7766,1
7767,1
7768,1
7769,1
7770,0
7771,0
7772,1
7773,1
7774,0
7775,1
7776,0
7777,1
7778,0
7779,0
7780,1
7781,0
7782,0
7783,1
7784,0
7785,0
7786,0
7787,1
7788,1
7789,0
7790,1
7791,1
7792,1
7793,0
7794,0
7795,1
7796,1
7797,1
7798,1
7799,0
7800,0
7801,0
7802,0
7803,1
7804,0
7805,0
7806,0
7807,0
7808,0
7809,0
7810,0
7811,0
7812,1
7813,0
7814,0
7815,0
7816,1
7817,0
7818,0
7819,0
7820,1
7821,1
7822,1
7823,1
7824,0
7825,1
7826,1
7827,0
7828,1
7829,1
7830,0
7831,0
7832,0
7833,0
7834,1
7835,0
7836,0
7837,1
7838,1
7839,0
7840,1
7841,0
7842,1
7843,1
7844,0
7845,0
7846,0
7847,1
7848,0
7849,1
7850,1
7851,0
7852,1
7853,0
7854,1
7855,1
7856,1
7857,0
7858,0
7859,0
7860,0
7861,1
7862,1
7863,0
7864,1
7865,0
7866,1
7867,1
7868,0
7869,0
7870,1
7871,1
7872,0
7873,0
7874,1
7875,0
7876,1
7877,1
7878,0
7879,0
7880,0
7881,0
7882,0
7883,1
7884,1
7885,1
7886,0
7887,0
7888,1
7889,0
7890,1
7891,0
7892,1
7893,1
7894,1
7895,1
7896,0
7897,0
7898,1
7899,0
7900,0
7901,1
7902,1
7903,0
7904,1
7905,1
7906,0
7907,1
7908,1
7909,0
7910,1
7911,0
7912,0
7913,1
7914,0
7915,1
7916,1
7917,0
7918,0
7919,1
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,1
7927,1
7928,1
7929,1
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,1
7937,0
7938,0
7939,0
7940,1
7941,1
7942,0
7943,1
7944,0
7945,0
7946,1
7947,1
7948,1
7949,1
7950,0
7951,0
7952,0
7953,0
7954,0
7955,1
7956,1
7957,0
7958,0
7959,0
7960,0
7961,1
7962,1
7963,1
7964,1
7965,0
7966,0
7967,0
7968,0
7969,0
7970,1
7971,0
7972,1
7973,0
7974,0
7975,0
7976,1
7977,0
7978,1
7979,1
7980,0
7981,0
7982,1
7983,0
7984,1
7985,0
7986,0
7987,1
7988,0
7989,0
7990,1
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,1
7999,1
8000,1
8001,1
8002,0
8003,1
8004,1
8005,0
8006,1
8007,0
8008,1
8009,1
8010,0
8011,1
8012,0
8013,0
8014,0
8015,0
8016,1
8017,1
8018,1
8019,0
8020,0
8021,0
8022,1
8023,1
8024,0
8025,0
8026,0
8027,0
8028,0
8029,1
8030,0
8031,0
8032,1
8033,0
8034,0
8035,1
8036,0
8037,0
8038,0
8039,1
8040,1
8041,1
8042,0
8043,0
8044,0
8045,1
8046,1
8047,0
8048,0
8049,0
8050,0
8051,1
8052,0
8053,0
8054,0
8055,1
8056,0
8057,0
8058,1
8059,0
8060,0
8061,0
8062,0
8063,1
8064,0
8065,1
8066,0
8067,1
8068,0
8069,0
8070,0
8071,0
8072,1
8073,1
8074,0
8075,0
8076,0
8077,0
8078,1
8079,0
8080,0
8081,1
8082,1
8083,0
8084,0
8085,0
8086,0
8087,1
8088,1
8089,0
8090,1
8091,0
8092,0
8093,0
8094,1
8095,1
8096,1
8097,1
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,1
8105,1
8106,1
8107,0
8108,1
8109,0
8110,1
8111,0
8112,1
8113,0
8114,1
8115,0
8116,1
8117,1
8118,0
8119,0
8120,1
8121,1
8122,0
8123,1
8124,0
8125,1
8126,1
8127,1
8128,1
8129,1
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,1
8139,1
8140,0
8141,0
8142,0
8143,1
8144,0
8145,0
8146,1
8147,0
8148,1
8149,0
8150,1
8151,0
8152,0
8153,0
8154,1
8155,0
8156,1
8157,1
8158,0
8159,0
8160,1
8161,0
8162,1
8163,1
8164,0
8165,0
8166,1
8167,0
8168,1
8169,1
8170,0
8171,0
8172,0
8173,0
8174,0
8175,0
8176,1
8177,0
8178,0
8179,0
8180,1
8181,0
8182,1
8183,0
8184,1
8185,0
8186,0
8187,0
8188,0
8189,0
8190,1
8191,1
8192,1
8193,0
8194,1
8195,0
8196,0
8197,1
8198,0
8199,0
8200,0
8201,1
8202,1
8203,0
8204,0
8205,0
8206,1
8207,0
8208,1
8209,0
8210,0
8211,0
8212,1
8213,0
8214,1
8215,1
8216,1
8217,1
8218,0
8219,1
8220,0
8221,1
8222,1
8223,0
8224,1
8225,0
8226,0
8227,0
8228,0
8229,1
8230,0
8231,0
8232,0
8233,1
8234,1
8235,1
8236,0
8237,0
8238,1
8239,1
8240,1
8241,1
8242,1
8243,0
8244,1
8245,0
8246,1
8247,0
8248,0
8249,0
8250,1
8251,1
8252,0
8253,1
8254,1
8255,0
8256,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,0
8263,0
8264,0
8265,0
8266,0
8267,1
8268,1
8269,0
8270,0
8271,0
8272,1
8273,0
8274,0
8275,0
8276,1
8277,1
8278,1
8279,0
8280,0
8281,1
8282,1
8283,0
8284,1
8285,1
8286,1
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,0
8294,0
8295,1
8296,1
8297,0
8298,1
8299,0
8300,0
8301,1
8302,0
8303,1
8304,1
8305,0
8306,0
8307,1
8308,0
8309,1
8310,0
8311,1
8312,0
8313,0
8314,0
8315,1
8316,1
8317,0
8318,0
8319,0
8320,0
8321,1
8322,0
8323,0
8324,1
8325,1
8326,0
8327,0
8328,0
8329,1
8330,0
8331,1
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,0
8339,1
8340,0
8341,1
8342,1
8343,0
8344,1
8345,1
8346,1
8347,0
8348,1
8349,1
8350,1
8351,0
8352,0
8353,0
8354,0
8355,0
8356,1
8357,1
8358,1
8359,0
8360,1
8361,0
8362,1
8363,0
8364,1
8365,0
8366,0
8367,0
8368,0
8369,1
8370,0
8371,1
8372,0
8373,0
8374,1
8375,1
8376,0
8377,0
8378,1
8379,0
8380,1
8381,0
8382,1
8383,0
8384,0
8385,0
8386,1
8387,0
8388,0
8389,1
8390,0
8391,1
8392,1
8393,0
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,1
8402,0
8403,0
8404,0
8405,0
8406,0
8407,1
8408,0
8409,0
8410,0
8411,0
8412,0
8413,1
8414,0
8415,1
8416,0
8417,0
8418,1
8419,1
8420,1
8421,1
8422,1
8423,0
8424,0
8425,1
8426,0
8427,0
8428,1
8429,1
8430,0
8431,1
8432,0
8433,0
8434,1
8435,0
8436,0
8437,0
8438,1
8439,1
8440,1
8441,0
8442,1
8443,1
8444,1
8445,1
8446,0
8447,1
8448,0
8449,0
8450,0
8451,1
8452,0
8453,1
8454,0
8455,0
8456,1
8457,0
8458,1
8459,1
8460,1
8461,1
8462,0
8463,0
8464,1
8465,0
8466,1
8467,0
8468,1
8469,0
8470,1
8471,0
8472,0
8473,0
8474,0
8475,1
8476,0
8477,1
8478,1
8479,1
8480,0
8481,1
8482,0
8483,1
8484,0
8485,0
8486,0
8487,1
8488,1
8489,1
8490,0
8491,1
8492,1
8493,1
8494,0
8495,1
8496,0
8497,1
8498,0
8499,0
8500,1
8501,0
8502,1
8503,1
8504,0
8505,0
8506,0
8507,1
8508,1
8509,1
8510,0
8511,1
8512,0
8513,1
8514,1
8515,1
8516,0
8517,0
8518,0
8519,0
8520,0
8521,0
8522,1
8523,1
8524,1
8525,1
8526,0
8527,0
8528,0
8529,1
8530,0
8531,0
8532,1
8533,1
8534,1
8535,0
8536,1
8537,0
8538,0
8539,1
8540,1
8541,1
8542,0
8543,0
8544,1
8545,0
8546,1
8547,0
8548,0
8549,0
8550,0
8551,1
8552,1
8553,0
8554,0
8555,1
8556,0
8557,0
8558,1
8559,1
8560,1
8561,0
8562,0
8563,1
8564,1
8565,1
8566,1
8567,0
8568,1
8569,1
8570,1
8571,1
8572,0
8573,1
8574,1
8575,1
8576,1
8577,1
8578,0
8579,1
8580,0
8581,1
8582,0
8583,1
8584,0
8585,1
8586,1
8587,0
8588,1
8589,0
8590,0
8591,0
8592,1
8593,1
8594,0
8595,0
